"Player","Team","Positions","PTS","REB","AST","BLK","STL","FG%","FT%","3PM","TO","GP","MIN","FTM","2PM","A/TO","PF"
"Furkan Korkmaz","PHI","SG,SF DTD","3.8","1.1","0.6","0.1","0.3",".432",".722","0.5","0.6","37","9.6","0.7","0.8","0.92","0.5"
"A.J. Lawson","DAL","SG G-League","3.7","1.4","0.1","0.0","0.1",".500",".250","0.7","0.2","15","7.2","0.1","0.8","0.67","0.7"
"Bryn Forbes","FA","PG,SG FA","3.6","0.6","0.7","0.1","0.3",".361","1.000","0.6","0.5","25","10.7","0.6","0.6","1.42","0.9"
"Wesley Matthews","MIL","SG,SF OUT","3.4","2.2","0.7","0.3","0.4",".363",".857","0.8","0.3","52","15.8","0.5","0.4","1.89","1.4"
"Amir Coffey","LAC","SF,SG","3.4","1.1","1.1","0.1","0.1",".386",".778","0.2","0.4","50","12.5","1.0","0.9","2.52","1.0"
"Raul Neto","CLE","PG,SG","3.3","1.0","1.6","0.1","0.4",".518",".912","0.3","0.5","48","10.5","0.6","0.9","3.29","1.0"
"Max Christie","LAL","SG","3.1","1.8","0.5","0.2","0.2",".415",".875","0.6","0.3","41","12.5","0.3","0.4","1.62","0.8"
"Tyler Dorsey","FA","PG,SG FA","3.0","0.7","0.0","0.0","0.0",".800",".000","0.3","0.0","3","2.8","0.0","1.0","0.00","0.0"
"Frank Ntilikina","DAL","PG,SG","2.9","1.3","1.2","0.1","0.3",".364",".667","0.4","0.6","47","12.9","0.5","0.7","2.00","1.4"
"Terry Taylor","CHI","SG","2.9","1.5","0.3","0.2","0.1",".520",".546","0.2","0.3","31","8.5","0.2","1.1","1.11","0.8"
"Jaden Springer","PHI","SG,PG","2.6","0.9","0.5","0.2","0.4",".486",".750","0.1","0.2","16","5.6","0.4","0.9","2.67","0.9"
"Theo Pinson","DAL","SF,SG","2.4","1.6","1.2","0.0","0.2",".356",".846","0.6","0.3","40","8.1","0.3","0.2","3.83","0.9"
"Trent Forrest","ATL","SG G-League","2.3","1.6","1.7","0.1","0.3",".417",".667","0.0","0.7","23","12.0","0.1","1.1","2.53","0.7"
"Davon Reed","FA","SG FA","2.1","1.4","0.5","0.1","0.3",".333",".667","0.4","0.5","43","8.0","0.4","0.3","1.15","0.9"
"Andre Iguodala","GSW","SG,SF,PF OUT","2.1","2.1","2.4","0.4","0.5",".467",".667","0.1","1.1","8","14.1","0.3","0.8","2.11","1.4"
"Garrett Temple","NOR","PG,SG,SF","2.0","0.7","0.5","0.1","0.4",".400",".750","0.4","0.2","25","6.5","0.1","0.3","3.25","0.6"
"Ryan Rollins","GSW","SG OUT","1.9","1.0","0.5","0.1","0.1",".350","1.000","0.3","1.3","12","5.2","0.5","0.3","0.38","0.8"
"Dylan Windler","CLE","SF,SG OUT","1.7","0.0","0.3","0.0","0.3",".667",".000","0.3","0.3","3","3.5","0.0","0.3","1.00","0.0"
"Matthew Dellavedova","SAC","PG,SG","1.5","0.4","1.3","0.0","0.2",".340",".571","0.3","0.3","32","6.6","0.1","0.3","4.10","0.6"
"Keon Ellis","SAC","SG","1.5","0.5","0.4","0.1","0.3",".438",".571","0.4","0.1","16","4.4","0.3","0.1","6.00","0.6"
"PJ Dozier","SAC","PG,SG,SF","1.4","0.9","0.6","0.1","0.4",".303",".000","0.1","0.3","16","5.0","0.0","0.5","2.00","0.4"
"Joe Wieskamp","TOR","SG,SF DTD","1.0","0.4","0.3","0.0","0.0",".214",".000","0.3","0.1","9","5.5","0.0","0.0","3.00","0.3"
"Kobi Simmons","CHA","SG,PG","1.0","0.8","1.0","0.4","0.0",".167","1.000","0.2","0.2","5","5.6","0.4","0.0","5.00","0.0"
"Devon Dotson","FA","PG,SG FA","0.5","1.7","1.3","0.0","0.8",".111",".000","0.2","0.5","6","8.9","0.0","0.0","2.67","1.5"
"DaQuan Jeffries","NYK","PG,SG","0.0","0.0","0.0","0.0","0.0",".000",".000","0.0","0.0","0","0.0","0.0","0.0","0.00","0.0"
"Lonzo Ball","CHI","PG,SG OUT","0.0","0.0","0.0","0.0","0.0",".000",".000","0.0","0.0","0","0.0","0.0","0.0","0.00","0.0"
"Frank Jackson","FA","PG,SG FA","0.0","2.0","1.0","0.0","0.0",".000",".000","0.0","0.0","1","5.1","0.0","0.0","0.00","0.0"
"Sterling Brown","FA","SG,SF FA","0.0","2.0","0.5","0.0","0.8",".000",".000","0.0","0.0","4","6.1","0.0","0.0","0.00","1.0"
""
""
