"Player","Team","Positions","PTS","REB","AST","BLK","STL","FG%","FT%","3PM","TO","GP","MIN","FTM","2PM","A/TO","PF"
"Norman Powell","LAC","SG,SF","17.0","2.9","1.8","0.3","0.8",".479",".812","1.9","1.7","60","26.1","3.8","3.8","1.09","2.1"
"Buddy Hield","IND","SG,SF","16.8","5.0","2.8","0.3","1.2",".458",".822","3.6","1.7","80","31.0","1.3","2.3","1.62","2.0"
"O.G. Anunoby","TOR","SF,PF","16.8","5.0","2.0","0.7","1.9",".476",".838","2.1","2.0","67","35.6","2.1","4.2","0.99","3.0"
"Bennedict Mathurin","IND","SF DTD","16.7","4.1","1.5","0.2","0.6",".434",".830","1.3","1.9","78","28.5","4.8","4.0","0.76","2.1"
"Aaron Gordon","DEN","SF,PF","16.3","6.6","3.0","0.8","0.8",".564",".608","0.9","1.4","68","30.3","2.8","5.4","2.07","1.9"
"Cameron Johnson","BKN","SF,PF","15.5","4.4","1.9","0.3","1.2",".471",".842","2.5","0.9","42","28.6","2.4","2.9","2.11","2.0"
"De'Andre Hunter","ATL","SF,PF","15.4","4.2","1.4","0.3","0.5",".461",".826","1.5","1.2","67","31.7","2.6","4.2","1.15","3.0"
"Scottie Barnes","TOR","SF,PF DTD","15.3","6.6","4.8","0.8","1.1",".456",".772","0.8","2.0","77","34.8","2.5","5.2","2.41","2.2"
"Kevin Huerter","SAC","SG,SF DTD","15.2","3.3","2.9","0.3","1.1",".485",".725","2.7","1.3","75","29.4","1.3","2.9","2.28","2.4"
"Khris Middleton","MIL","SF,PF,SG","15.1","4.2","4.9","0.2","0.7",".436",".902","1.5","2.2","33","24.3","2.8","3.8","2.30","2.1"
"Harrison Barnes","SAC","SF,PF","15.0","4.5","1.6","0.1","0.7",".473",".848","1.6","1.0","82","32.5","4.3","3.0","1.49","1.3"
"Tobias Harris","PHI","SF,PF","14.7","5.7","2.5","0.5","0.9",".501",".876","1.7","1.2","74","32.9","1.5","4.0","2.09","2.0"
"Gordon Hayward","CHA","SG,SF OUT","14.7","4.3","4.1","0.2","0.8",".475",".811","1.0","2.0","50","31.5","2.6","4.5","2.08","1.4"
"Trey Murphy III","NOR","SG,SF","14.5","3.6","1.4","0.5","1.1",".484",".905","2.6","0.8","79","31.0","2.2","2.3","1.84","2.0"
"Tim Hardaway Jr.","DAL","SG,SF OUT","14.4","3.5","1.8","0.2","0.7",".401",".770","3.0","0.8","71","30.3","1.8","1.8","2.17","1.7"
"Dillon Brooks","MEM","SG,SF DTD","14.3","3.3","2.6","0.2","0.9",".396",".779","2.0","1.4","73","30.3","1.6","3.4","1.82","3.3"
"Bogdan Bogdanovic","ATL","SF,PF,SG","14.0","3.1","2.8","0.3","0.8",".447",".831","2.7","1.2","54","27.9","1.2","2.4","2.31","1.6"
"Saddiq Bey","ATL","SF","13.8","4.7","1.5","0.2","0.9",".422",".861","2.0","0.9","77","27.6","2.7","2.6","1.66","1.6"
"Luguentz Dort","OKC","SG,SF","13.7","4.6","2.1","0.3","1.0",".388",".772","1.8","1.2","74","30.7","2.7","2.8","1.67","3.3"
